Plampa23756	K01803
Plampa366	K10645
Plampa81090	K08054
Plampa19720	K12035
Plampa86944	K03686
Plampa1756	K15112
Plampa223537	K00253
Plampa2112	K08776
Plampa352017	K12132
Plampa37122	K04592
Plampa355393	K14026
Plampa6543	K22808
Plampa24	K21919
Plampa326462	K21989
Plampa71643	K11827
Plampa60674	K11826
Plampa102128	K23390
Plampa71185	K24729
Plampa37273	K15340
Plampa91268	K11434
Plampa350578	K01373
Plampa302460	K10777
Plampa17867	K01873
Plampa228677	K02903
Plampa112753	K04600
Plampa228390	K13886
Plampa180958	K12947
Plampa59260	K12823
Plampa41012	K18442
Plampa53757	K12475
Plampa214733	K00845
Plampa80370	K14411
Plampa351169	K02941
Plampa107065	K02146
Plampa122019	K09487
Plampa112361	K17341
Plampa224540	K00827
Plampa29706	K16803
Plampa23184	K07750
Plampa25789	K10448
Plampa15058	K23330
Plampa86240	K12391
Plampa9733	K16506
Plampa56558	K07374
Plampa927	K00720
Plampa86384	K00472
Plampa71863	K00789
Plampa20984	K19801
Plampa132733	K12176
Plampa305850	K23957
Plampa28004	K13024
Plampa130538	K01638
Plampa5815	K21278
Plampa4826	K19867
Plampa308388	K23029
Plampa305466	K04630
Plampa1166	K08914
Plampa48125	K23025
Plampa23695	K20865
Plampa50095	K14772
Plampa67653	K07497
Plampa147835	K04437
Plampa51465	K08843
Plampa106232	K15711
Plampa99602	K04043
Plampa960	K10408
Plampa363317	K14540
Plampa169243	K18327
Plampa167429	K06130
Plampa10039	K24630
Plampa73872	K02132
Plampa260267	K06972
Plampa1467	K18953
Plampa70840	K01493
Plampa40778	K09624
Plampa259569	K07304
Plampa259452	K01759
Plampa63687	K10413
Plampa89289	K08288
Plampa281812	K01425
Plampa3551	K09174
Plampa6168	K20051
Plampa34801	K02183
Plampa4880	K23383
Plampa20079	K02134
Plampa141017	K20772
Plampa20458	K09624
Plampa104041	K02112
Plampa113492	K09107
Plampa361824	K00311
Plampa71585	K10373
Plampa8893	K20915
Plampa3365	K15449
Plampa356206	K05768
Plampa10515	K10882
Plampa126926	K03099
Plampa17377	K24523
Plampa23531	K10397
Plampa14008	K00921
Plampa279923	K00966
Plampa179329	K12392
Plampa44051	K04456
Plampa23300	K04615
Plampa44645	K16726
Plampa307125	K21870
Plampa75986	K05389
Plampa320240	K02893
Plampa183860	K05961
Plampa263187	K13102
Plampa209950	K02599
Plampa42737	K02889
Plampa358747	K05290
Plampa238974	K07870
Plampa27539	K02917
Plampa225843	K01951
Plampa120264	K02541
Plampa7034	K10408
Plampa111211	K02883
Plampa1558	K20456
Plampa166408	K23234
Plampa311830	K19876
Plampa262185	K20317
Plampa265964	K05658
Plampa99737	K06158
Plampa353571	K18441
Plampa111958	K15436
Plampa1094	K02427
Plampa257780	K01739
Plampa278172	K00586
Plampa27322	K08770
Plampa258091	K22182
Plampa300941	K01534
Plampa311641	K01557
Plampa134029	K25166
Plampa304652	K19496
Plampa6565	K10692
Plampa15230	K03173
Plampa13286	K03798
Plampa349201	K09580
Plampa175490	K17267
Plampa5322	K07293
Plampa48253	K10455
Plampa87015	K06201
Plampa12581	K20045
Plampa305187	K03695
Plampa306882	K12733
Plampa180894	K10599
Plampa210961	K03934
Plampa318067	K20029
Plampa346595	K12200
Plampa301115	K24543
Plampa111378	K04688
Plampa10467	K10600
Plampa180798	K09645
Plampa115106	K01955
Plampa8055	K12830
Plampa4910	K23611
Plampa71493	K14490
Plampa313465	K02882
Plampa264959	K18595
Plampa90629	K00505
Plampa74537	K01870
Plampa115273	K05673
Plampa4777	K05334
Plampa4744	K21415
Plampa464	K18200
Plampa35588	K10380
Plampa72128	K12818
Plampa281378	K17751
Plampa353532	K08794
Plampa187559	K10413
Plampa280854	K11129
Plampa216522	K00831
Plampa267747	K20224
Plampa105089	K04634
Plampa72875	K10405
Plampa76896	K17917
Plampa51303	K00394
Plampa306239	K01652
Plampa7386	K10773
Plampa82662	K11594
Plampa1084	K12176
Plampa16581	K16726
Plampa186668	K15505
Plampa46048	K10949
Plampa6102	K23041
Plampa176068	K05610
Plampa1299	K05110
Plampa68860	K13447
Plampa375049	K22073
Plampa42376	K03654
Plampa5181	K00850
Plampa40811	K01135
Plampa104424	K04427
Plampa3782	K06820
Plampa12090	K24527
Plampa28193	K08106
Plampa58108	K09414
Plampa2033	K04615
Plampa19131	K07497
Plampa28776	K07494
Plampa182755	K20791
Plampa1889	K11857
Plampa131775	K22763
Plampa119656	K02984
Plampa6911	K04958
Plampa71983	K09272
Plampa47814	K01468
Plampa10912	K10203
Plampa19151	K20405
Plampa1378	K22754
Plampa28413	K09499
Plampa85266	K01530
Plampa88946	K18420
Plampa1471	K03039
Plampa379779	K13813
Plampa136517	K06237
Plampa212335	K12878
Plampa53273	K22544
Plampa62516	K09848
Plampa279164	K11844
Plampa138318	K12845
Plampa102288	K24523
Plampa3363	K08653
Plampa280196	K03883
Plampa9348	K10380
Plampa2688	K10624
Plampa67652	K06816
Plampa1752	K17339
Plampa171256	K14206
Plampa10153	K05502
Plampa271337	K03943
Plampa221340	K08585
Plampa4026	K02739
Plampa5677	K10802
Plampa226495	K08871
Plampa169056	K00167
Plampa12624	K07759
Plampa24739	K24674
Plampa212668	K01887
Plampa23329	K25374
Plampa229680	K00161
Plampa68219	K01902
Plampa67839	K01366
Plampa53893	K00331
Plampa107010	K25192
Plampa6712	K20791
Plampa48407	K07466
Plampa445	K04352
Plampa224883	K09479
Plampa24381	K00323
Plampa52289	K04498
Plampa46353	K04043
Plampa326368	K07152
Plampa303532	K04515
Plampa8931	K06095
Plampa50253	K02885
Plampa314542	K00031
Plampa76031	K15196
Plampa212729	K05635
Plampa12097	K19178
Plampa20224	K07868
Plampa212637	K11275
Plampa172952	K03113
Plampa173536	K04718
Plampa5400	K11849
Plampa209871	K00863
Plampa307854	K17086
Plampa71553	K02729
Plampa3879	K17295
Plampa264207	K06269
Plampa151102	K00135
Plampa98071	K01229
Plampa6800	K11463
Plampa309892	K02885
Plampa64271	K17790
Plampa77873	K01834
Plampa1655	K20123
Plampa60424	K06276
Plampa85648	K14726
Plampa67751	K09540
Plampa79780	K02150
Plampa104702	K01792
Plampa3578	K14536
Plampa216028	K10589
Plampa45236	K20685
Plampa271811	K12741
Plampa112798	K20718
Plampa48370	K23345
Plampa45850	K04506
Plampa121320	K13606
Plampa1667	K07755
Plampa319067	K00383
Plampa3316	K14410
Plampa213268	K01061
Plampa140185	K00121
Plampa23069	K08883
Plampa360545	K18398
Plampa349508	K03917
Plampa164712	K18743
Plampa98224	K10262
Plampa113275	K17917
Plampa6109	K10359
Plampa167591	K02947
Plampa276456	K00451
Plampa86597	K18201
Plampa120323	K06669
Plampa172981	K14950
Plampa267986	K09275
Plampa349369	K13984
Plampa5875	K04794
Plampa324208	K05757
Plampa64624	K10956
Plampa30483	K08069
Plampa6879	K00288
Plampa11602	K07203
Plampa43445	K09637
Plampa79915	K12122
Plampa50471	K02148
Plampa3472	K01915
Plampa6476	K15710
Plampa6215	K09582
Plampa257496	K03950
Plampa301786	K20719
Plampa1307	K08269
Plampa3536	K10908
Plampa163423	K05673
Plampa45806	K10645
Plampa9788	K09529
Plampa553	K23209
Plampa290929	K11585
Plampa99058	K04437
Plampa70885	K08869
Plampa31326	K04600
Plampa73348	K06821
Plampa278140	K02868
Plampa142186	K08805
Plampa64290	K05236
Plampa76717	K02703
Plampa308505	K02985
Plampa54366	K04079
Plampa212409	K24682
Plampa62869	K00454
Plampa168720	K02112
Plampa173125	K21768
Plampa2798	K08515
Plampa59453	K03254
Plampa171670	K11323
Plampa313883	K02633
Plampa166454	K24437
Plampa315837	K20718
Plampa80153	K17751
Plampa81016	K00699
Plampa11323	K17387
Plampa268347	K12877
Plampa10401	K07374
Plampa125215	K13443
Plampa81776	K08844
Plampa121532	K13526
Plampa354118	K10443
Plampa36717	K02599
Plampa713	K24047
Plampa28234	K10133
Plampa2056	K23330
Plampa110582	K24141
Plampa54879	K15618
Plampa138744	K09848
Plampa19226	K07435
Plampa286490	K09495
Plampa71	K24470
Plampa38539	K09624
Plampa141011	K01834
Plampa144405	K17525
Plampa69396	K10380
Plampa35326	K06413
Plampa136575	K03691
Plampa6329	K19995
Plampa231678	K00620
Plampa302046	K00099
Plampa37003	K10104
Plampa57621	K03128
Plampa353684	K02910
Plampa320605	K00766
Plampa134111	K01751
Plampa186143	K09191
Plampa353968	K02256
Plampa82162	K02440
Plampa962	K12035
Plampa99172	K05658
Plampa68668	K07195
Plampa90512	K04615
Plampa62119	K04409
Plampa163745	K00161
Plampa163896	K05048
Plampa260875	K00012
Plampa562	K17914
Plampa112630	K24962
Plampa101108	K13697
Plampa143658	K01299
Plampa247851	K20293
Plampa4421	K11141
Plampa13159	K06158
Plampa5324	K11841
Plampa354927	K12398
Plampa361848	K04534
Plampa305183	K01408
Plampa72637	K12166
Plampa126524	K01897
Plampa277306	K00404
Plampa255761	K00731
Plampa125812	K02952
Plampa46601	K00488
Plampa26927	K02868
Plampa22776	K01082
Plampa3651	K16910
Plampa35692	K04615
Plampa180136	K08823
Plampa62750	K03654
Plampa114055	K10949
Plampa68293	K09624
Plampa8337	K24032
Plampa26124	K08911
Plampa57980	K00965
Plampa12101	K09848
Plampa263971	K00366
Plampa214479	K03165
Plampa346935	K08967
Plampa61573	K02132
Plampa258067	K14640
Plampa26050	K22063
Plampa112201	K14342
Plampa113299	K04079
Plampa311215	K24469
Plampa9272	K24675
Plampa27579	K02264
Plampa344677	K00341
Plampa44089	K04345
Plampa15923	K08869
Plampa12917	K14638
Plampa126667	K06114
Plampa53711	K15728
Plampa72106	K19755
Plampa54828	K02950
Plampa11028	K13343
Plampa56019	K00280
Plampa81946	K12828
Plampa8220	K06259
Plampa82371	K11090
Plampa1233	K11857
Plampa100285	K11829
Plampa347928	K03032
Plampa367456	K11254
Plampa14565	K03236
Plampa130449	K12132
Plampa37094	K11153
Plampa126887	K05658
Plampa45008	K19636
Plampa345780	K06265
Plampa42461	K16669
Plampa339237	K24979
Plampa265747	K06691
Plampa19134	K02883
Plampa52125	K04536
Plampa238590	K01958
Plampa30926	K11136
Plampa126883	K12391
Plampa256686	K17917
Plampa133415	K10413
Plampa29851	K05104
Plampa22930	K13296
Plampa4176	K24222
Plampa21926	K03654
Plampa61501	K00218
Plampa217734	K17289
Plampa317862	K03798
Plampa181258	K23257
Plampa4206	K01301
Plampa270498	K12493
Plampa21815	K20369
Plampa102018	K17086
Plampa2721	K03654
Plampa32447	K19613
Plampa315605	K16675
Plampa182634	K17917
Plampa347285	K24525
Plampa266439	K03781
Plampa4667	K01443
Plampa211113	K01915
Plampa303166	K00654
Plampa304715	K01363
Plampa308618	K01893
Plampa169310	K01365
Plampa933	K07883
Plampa351910	K17499
Plampa53214	K07561
Plampa32625	K24675
Plampa89571	K02183
Plampa21608	K12823
Plampa355639	K10357
Plampa61764	K12476
Plampa57728	K06839
Plampa316949	K15859
Plampa145796	K03327
Plampa34968	K03386
Plampa405	K20162
Plampa91269	K02207
Plampa269617	K17616
Plampa167512	K03782
Plampa121609	K00464
Plampa45632	K01495
Plampa477	K11579
Plampa119991	K08855
Plampa174237	K03964
Plampa84481	K01360
Plampa2265	K05110
Plampa74727	K03962
Plampa27467	K15261
Plampa90325	K12403
Plampa225512	K03798
Plampa35785	K12329
Plampa37147	K00162
Plampa116181	K01672
Plampa6588	K05863
Plampa60310	K03006
Plampa3414	K11390
Plampa99957	K05546
Plampa26885	K05658
Plampa348628	K06215
Plampa11779	K12838
Plampa27508	K02973
Plampa337180	K01279
Plampa24818	K08883
Plampa355362	K06238
Plampa126480	K23025
Plampa301762	K13411
Plampa6239	K14572
Plampa271777	K09140
Plampa311553	K02934
Plampa263115	K00710
Plampa76287	K01634
Plampa27615	K10413
Plampa13688	K05695
Plampa6706	K12236
Plampa39576	K24752
Plampa85951	K02936
Plampa28396	K20551
Plampa7844	K05970
Plampa34977	K01900
Plampa51286	K09569
Plampa35658	K00133
Plampa265307	K03233
Plampa186552	K14258
Plampa13989	K08770
Plampa337777	K10356
Plampa3693	K11885
Plampa215320	K22037
Plampa346943	K14607
Plampa43518	K20069
Plampa130626	K09699
Plampa98986	K05719
Plampa20413	K07874
Plampa180459	K07523
Plampa163579	K10319
Plampa70624	K09001
Plampa23688	K14832
Plampa49600	K07200
Plampa3834	K01273
Plampa120747	K11721
Plampa144482	K00921
Plampa4586	K23368
Plampa115663	K02146
Plampa202	K00814
Plampa212019	K09214
Plampa2291	K17919
Plampa6657	K19332
Plampa3684	K08049
Plampa6791	K04958
Plampa71599	K02950
Plampa259968	K23820
Plampa357794	K02872
Plampa22734	K03231
Plampa181366	K02350
Plampa274087	K15272
Plampa352965	K12893
Plampa44045	K18585
Plampa257425	K22827
Plampa72182	K22182
Plampa264067	K08796
Plampa226239	K04079
Plampa379534	K07190
Plampa328706	K08916
Plampa84587	K25168
Plampa16335	K17689
Plampa120241	K24524
Plampa3468	K02957
Plampa24491	K03246
Plampa355321	K11789
Plampa3380	K04364
Plampa142033	K04393
Plampa71761	K06689
Plampa30358	K11152
Plampa138935	K20823
Plampa32746	K00814
Plampa20608	K22615
Plampa175744	K12898
Plampa179516	K19073
Plampa84814	K16726
Plampa4958	K20359
Plampa69665	K23518
Plampa7468	K18032
Plampa169370	K03233
Plampa85075	K00382
Plampa121205	K00338
Plampa346353	K12825
Plampa264713	K06699
Plampa6913	K24173
Plampa101080	K00876
Plampa316113	K14782
Plampa82212	K15423
Plampa33152	K11090
Plampa362604	K17263
Plampa347940	K01623
Plampa223135	K23718
Plampa312923	K03695
Plampa187022	K02987
Plampa166658	K17973
Plampa76175	K22262
Plampa266561	K00485
Plampa33440	K09624
Plampa70593	K13304
Plampa44940	K01187
Plampa346510	K00162
Plampa4954	K12830
Plampa60892	K24335
Plampa32995	K03654
Plampa119303	K03320
Plampa108279	K03149
Plampa84469	K08811
Plampa217808	K24909
Plampa180863	K03037
Plampa210881	K12614
Plampa6828	K09645
Plampa304128	K09667
Plampa16379	K12800
Plampa36736	K19527
Plampa7989	K20994
Plampa56521	K03178
Plampa93460	K06826
Plampa41348	K05695
Plampa229237	K10203
Plampa260122	K12132
Plampa39298	K23440
Plampa24441	K02969
Plampa301216	K14802
Plampa111914	K10380
Plampa308353	K10380
Plampa4511	K11991
Plampa377777	K02437
Plampa18075	K20718
Plampa10735	K11161
Plampa221798	K01539
Plampa344255	K10359
Plampa41303	K05692
Plampa3763	K15118
Plampa34212	K03267
Plampa346414	K01887
Plampa303234	K05636
Plampa37316	K06901
Plampa12899	K15048
Plampa127034	K00503
Plampa223429	K03260
Plampa139772	K03963
Plampa30890	K06754
Plampa28762	K01527
Plampa311399	K02870
Plampa58500	K00368
Plampa178692	K01902
Plampa143	K00365
Plampa191892	K01711
Plampa80398	K04707
Plampa166357	K11093
Plampa102950	K17497
Plampa125778	K11825
Plampa34882	K10457
Plampa45607	K10380
Plampa345841	K21436
Plampa315657	K22614
Plampa48306	K23731
Plampa90471	K12198
Plampa348236	K07497
Plampa53719	K01595
Plampa273549	K00054
Plampa193038	K24869
Plampa54830	K15283
Plampa666	K20303
Plampa4271	K00698
Plampa303555	K09500
Plampa5648	K00060
Plampa4369	K08873
Plampa8359	K13181
Plampa113618	K02934
Plampa7587	K17479
Plampa100028	K08798
Plampa1606	K06053
Plampa103959	K10380
Plampa256261	K20217
Plampa121897	K00626
Plampa347749	K05027
Plampa256586	K18643
Plampa174376	K00799
Plampa61979	K22614
Plampa18258	K00934
Plampa63997	K05808
Plampa210397	K04439
Plampa283339	K02908
Plampa151	K03462
Plampa177605	K17275
Plampa57059	K00477
Plampa120837	K12194
Plampa338233	K03517
Plampa11720	K05110
Plampa32148	K04615
Plampa14182	K10581
Plampa100360	K10357
Plampa257224	K19519
Plampa155543	K03883
Plampa41047	K04564
Plampa28653	K14077
Plampa212317	K14713
Plampa66729	K09624
Plampa2343	K23010
Plampa345469	K07520
Plampa9967	K09458
Plampa3509	K11852
Plampa869	K08892
Plampa354513	K10055
Plampa38738	K03231
Plampa122158	K01379
Plampa6271	K20704
Plampa36933	K02575
Plampa13252	K15279
Plampa3171	K03798
Plampa1805	K24469
Plampa314566	K18588
Plampa21630	K20032
Plampa58530	K03231
Plampa193702	K00821
Plampa216914	K02207
Plampa1896	K18081
Plampa113407	K02516
Plampa215354	K00710
Plampa65823	K14312
Plampa20578	K23553
Plampa1135	K19827
Plampa154486	K19519
Plampa4523	K23820
Plampa3660	K15193
Plampa6709	K24013
Plampa110645	K03869
Plampa50258	K12035
Plampa42196	K12757
Plampa97229	K10407
Plampa211275	K15627
Plampa122207	K02183
Plampa45208	K14994
Plampa234945	K00625
Plampa177243	K00948
Plampa350508	K02887
Plampa260771	K06118
Plampa86061	K04043
Plampa2234	K11869
Plampa137721	K21843
Plampa2362	K04706
Plampa5665	K07497
Plampa354421	K20163
Plampa108646	K18406
Plampa75697	K00382
Plampa308689	K02728
Plampa92536	K08818
Plampa230845	K10380
Plampa360875	K03348
Plampa4042	K06234
Plampa84310	K08798
Plampa274563	K10645
Plampa62271	K04079
Plampa135486	K05546
Plampa85033	K00331
Plampa33866	K06564
Plampa81020	K04659
Plampa14515	K02925
Plampa71568	K18061
Plampa6923	K09571
Plampa2498	K05701
Plampa22408	K02098
Plampa134618	K00615
Plampa319	K02927
Plampa132131	K17087
Plampa344195	K03942
Plampa1499	K16524
Plampa4104	K14415
Plampa226133	K00710
Plampa152619	K05668
Plampa344686	K14411
Plampa64289	K03068
Plampa255412	K06972
Plampa41236	K09419
Plampa209341	K02987
Plampa85380	K01641
Plampa72978	K08960
Plampa215872	K04499
Plampa309365	K13356
Plampa71327	K13813
Plampa38585	K04646
Plampa7179	K18061
Plampa73224	K10380
Plampa309221	K01726
Plampa264510	K04708
Plampa86356	K12021
Plampa1086	K17300
Plampa23286	K05099
Plampa15183	K02985
Plampa37404	K14674
Plampa5836	K14399
Plampa3957	K24036
Plampa5236	K18085
Plampa138686	K02150
Plampa90183	K12471
Plampa8371	K05643
Plampa19807	K17478
Plampa278419	K23563
Plampa148537	K02115
Plampa108182	K11806
Plampa184540	K11428
Plampa178379	K13420
Plampa26480	K10645
Plampa121150	K13703
Plampa19437	K02917
Plampa303845	K20715
Plampa27480	K20989
Plampa22146	K24509
Plampa11863	K19909
Plampa80450	K12275
Plampa303718	K12402
Plampa128218	K11840
Plampa268449	K02437
Plampa31652	K10887
Plampa46126	K00934
Plampa42265	K12385
Plampa258468	K05542
Plampa305827	K13217
Plampa147330	K01135
Plampa12555	K11214
Plampa5539	K15305
Plampa89353	K02865
Plampa28570	K18598
Plampa52239	K01363
Plampa7404	K22558
Plampa37765	K14950
Plampa1506	K06091
Plampa267692	K01008
Plampa305620	K03781
Plampa1078	K17341
Plampa40295	K08057
Plampa11823	K03253
Plampa38641	K07466
Plampa4817	K00281
Plampa259099	K13126
Plampa216362	K09275
Plampa211444	K02146
Plampa163517	K13506
Plampa344658	K02701
Plampa2353	K19511
Plampa12117	K17495
Plampa133792	K02291
Plampa64021	K14842
Plampa12838	K05724
Plampa220416	K16738
Plampa44588	K13126
Plampa2992	K02991
Plampa213088	K00889
Plampa5964	K01555
Plampa74977	K00548
Plampa348776	K04715
Plampa206	K12669
Plampa177802	K09502
Plampa168282	K03960
Plampa26661	K01749
Plampa168331	K00831
Plampa304333	K00624
Plampa220610	K17569
Plampa66484	K07827
Plampa3037	K00907
Plampa217192	K01254
Plampa15882	K05545
Plampa59307	K10592
Plampa167719	K10595
Plampa32918	K04615
Plampa265908	K08703
Plampa216424	K24376
Plampa28953	K23424
Plampa112408	K08997
Plampa164616	K06704
Plampa607	K24469
Plampa4945	K09258
Plampa315713	K01365
Plampa12691	K02951
Plampa315593	K04079
Plampa4940	K02267
Plampa646	K19756
Plampa21024	K11294
Plampa262887	K11000
Plampa127139	K03773
Plampa132067	K13219
Plampa45564	K07763
Plampa61752	K02866
Plampa126082	K03320
Plampa278158	K03934
Plampa54119	K02730
Plampa110565	K02995
Plampa69348	K07374
Plampa276	K01889
Plampa62450	K03661
Plampa5793	K07953
Plampa267773	K03531
Plampa2717	K12800
Plampa48135	K03178
Plampa87362	K13990
Plampa346786	K00149
Plampa140371	K04739
Plampa103519	K07951
Plampa46559	K17751
Plampa143588	K17686
Plampa215223	K00548
Plampa8239	K17973
Plampa101340	K10592
Plampa313098	K09499
Plampa65526	K13886
Plampa28092	K19756
Plampa274572	K15987
Plampa9826	K16462
Plampa17509	K09228
Plampa24992	K10165
Plampa112268	K02223
Plampa5018	K13116
Plampa2376	K17573
Plampa102404	K16507
Plampa33655	K00106
Plampa303123	K02440
Plampa12224	K20720
Plampa95577	K20222
Plampa164421	K14794
Plampa6381	K20899
Plampa14886	K08463
Plampa14055	K21879
Plampa164990	K22470
Plampa2934	K10365
Plampa2165	K20305
Plampa72894	K10457
Plampa27616	K09436
Plampa172271	K24051
Plampa56513	K01802
Plampa4344	K14306
Plampa37862	K08913
Plampa107682	K05765
Plampa12951	K09553
Plampa1098	K01473
Plampa1721	K08770
Plampa353002	K03130
Plampa156293	K01870
Plampa532	K23460
Plampa28830	K08796
Plampa884	K01425
Plampa321336	K11188
Plampa151482	K19729
Plampa1318	K03231
Plampa68606	K03033
Plampa4855	K05768
Plampa48528	K04357
Plampa164072	K21798
Plampa279386	K19985
Plampa165432	K01647
Plampa305029	K09526
Plampa130207	K00128
Plampa123625	K01897
Plampa109371	K10580
Plampa79611	K02111
Plampa16764	K19031
Plampa267352	K19410
Plampa110917	K11536
Plampa176597	K14006
Plampa121751	K00074
Plampa302798	K23909
Plampa1739	K24047
Plampa84008	K10807
Plampa304773	K02216
Plampa372448	K12132
Plampa325977	K06168
Plampa6057	K04348
Plampa91183	K10352
Plampa135425	K13412
Plampa72492	K03172
Plampa49609	K03254
Plampa64071	K03541
Plampa50063	K12035
Plampa119909	K12385
Plampa25803	K13342
Plampa261877	K02885
Plampa8230	K13706
Plampa20788	K10408
Plampa75048	K09206
Plampa91818	K10214
Plampa265933	K19755
Plampa261228	K01740
Plampa40746	K00799
Plampa13227	K16589
Plampa101247	K20096
Plampa59434	K16896
Plampa26879	K09489
Plampa45355	K05631
Plampa5902	K08493
Plampa330654	K17499
Plampa380288	K06793
Plampa51448	K17690
Plampa276291	K24752
Plampa5756	K22207
Plampa24532	K00383
Plampa167776	K01491
Plampa4762	K01530
Plampa35230	K02873
Plampa120358	K16066
Plampa176080	K02987
Plampa102237	K02132
Plampa39164	K02877
Plampa48456	K10362
Plampa89982	K22382
Plampa46486	K03231
Plampa127086	K00665
Plampa67634	K01834
Plampa141060	K01358
Plampa259482	K03141
Plampa47817	K11835
Plampa303235	K01672
Plampa86044	K23342
Plampa309917	K03030
Plampa34952	K03178
Plampa267829	K02148
Plampa222457	K19511
Plampa262555	K19787
Plampa120634	K21032
Plampa64606	K13303
Plampa163980	K21440
Plampa158160	K07282
Plampa29497	K10859
Plampa74465	K08727
Plampa209303	K01006
Plampa138891	K18622
Plampa67469	K01834
Plampa169819	K00248
Plampa33174	K03541
Plampa20482	K16470
Plampa42452	K12021
Plampa18413	K10251
Plampa173166	K03255
Plampa48465	K06642
Plampa138642	K19998
Plampa15172	K18263
Plampa14251	K22614
Plampa5362	K21841
Plampa8779	K03024
Plampa112812	K15170
Plampa4822	K00326
Plampa23786	K08727
Plampa261333	K21771
Plampa11429	K22684
Plampa113305	K03070
Plampa88367	K01772
Plampa56856	K22754
Plampa310691	K11131
Plampa215212	K01674
Plampa272461	K03178
Plampa121053	K03434
Plampa107338	K13858
Plampa212871	K14008
Plampa262632	K22503
Plampa275665	K03025
Plampa3574	K06671
Plampa24604	K03006
Plampa9784	K01672
Plampa27408	K05643
Plampa45149	K12649
Plampa270631	K15029
Plampa1314	K16848
Plampa576	K00933
Plampa188885	K01408
Plampa49666	K15621
Plampa303205	K10088
Plampa220495	K05636
Plampa163600	K04368
Plampa51373	K03654
Plampa345683	K02155
Plampa187378	K01363
Plampa56594	K06497
Plampa312278	K10413
Plampa266186	K10046
Plampa16474	K06287
Plampa262446	K20353
Plampa115119	K03798
Plampa177690	K14794
Plampa236596	K14537
Plampa45961	K25378
Plampa173947	K10257
Plampa282637	K21970
Plampa124539	K17338
Plampa1030	K13912
Plampa21385	K17751
Plampa43246	K03173
Plampa1356	K03174
Plampa690	K10902
Plampa237505	K00072
Plampa18634	K02995
Plampa76857	K00789
Plampa53553	K19511
Plampa14457	K07494
Plampa12000	K16582
Plampa21548	K08269
Plampa65595	K11248
Plampa3568	K10685
Plampa73563	K08770
Plampa98005	K09106
Plampa2468	K08115
Plampa46910	K10596
Plampa22315	K12460
Plampa231004	K01135
Plampa14932	K04984
Plampa170258	K12876
Plampa304377	K03593
Plampa171278	K11752
Plampa7661	K11308
Plampa274073	K02961
Plampa3602	K10615
Plampa4981	K19192
Plampa345241	K17065
Plampa35677	K00344
Plampa47813	K00280
Plampa130145	K05094
Plampa86110	K04727
Plampa1348	K11251
Plampa223619	K12176
Plampa15668	K15133
Plampa113212	K07897
Plampa214205	K00337
Plampa41612	K08913
Plampa262227	K04688
Plampa3089	K07883
Plampa86402	K00658
Plampa1487	K14590
Plampa84617	K01669
Plampa1107	K07759
Plampa265581	K06030
Plampa108414	K05122
Plampa27119	K16726
Plampa59327	K08463
Plampa67345	K02641
Plampa256541	K22068
Plampa77796	K14407
Plampa368165	K20792
Plampa307743	K05389
Plampa111311	K00855
Plampa186459	K06874
Plampa34307	K13411
Plampa230263	K00262
Plampa6167	K00815
Plampa33011	K05679
Plampa87	K00922
Plampa190035	K12428
Plampa357223	K18584
Plampa17141	K07937
Plampa212743	K10635
Plampa3305	K07203
Plampa233174	K03177
Plampa122819	K10421
Plampa88761	K03174
Plampa319256	K07114
Plampa5207	K03504
Plampa8615	K05126
Plampa47713	K11262
Plampa265282	K14497
Plampa22443	K02155
Plampa256121	K01070
Plampa81994	K07342
Plampa119798	K17751
Plampa104023	K10808
Plampa38399	K14376
Plampa4030	K24015
Plampa133630	K18442
Plampa3479	K03249
Plampa348082	K17387
Plampa34881	K14303
Plampa169780	K01011
Plampa2035	K04511
Plampa214544	K16857
Plampa94879	K00341
Plampa3717	K22182
Plampa165183	K03404
Plampa185488	K06672
Plampa674	K00088
Plampa243347	K12948
Plampa3946	K15028
Plampa170589	K16499
Plampa267983	K04440
Plampa4144	K01135
Plampa89748	K14753
Plampa128089	K12231
Plampa87510	K16803
Plampa306131	K02262
Plampa16119	K19672
Plampa239381	K04632
Plampa139095	K03781
Plampa182295	K23563
Plampa176920	K21989
Plampa261667	K05849
Plampa126420	K17871
Plampa82095	K12751
Plampa223274	K19360
Plampa369843	K00059
Plampa2693	K08074
Plampa268762	K14165
Plampa25107	K04075
Plampa78646	K01738
Plampa258931	K23820
Plampa12580	K12166
Plampa30393	K00108
Plampa351203	K12604
Plampa53857	K23209
Plampa8545	K12819
Plampa124923	K14402
Plampa44935	K17543
Plampa84413	K23820
Plampa21822	K10455
Plampa348251	K01807
Plampa81333	K13912
Plampa313560	K05768
Plampa6884	K22137
Plampa32214	K23978
Plampa74091	K16343
Plampa303213	K04600
Plampa29060	K10624
Plampa117089	K03929
Plampa279186	K02997
Plampa347794	K10615
Plampa348903	K12591
Plampa747	K14026
Plampa358853	K21776
Plampa2644	K06271
Plampa8182	K08595
Plampa98968	K04077
Plampa295216	K07375
Plampa319740	K04043
Plampa165738	K05658
Plampa146810	K17263
Plampa27141	K10645
Plampa7245	K17731
Plampa303094	K10691
Plampa7296	K07195
Plampa263909	K17804
Plampa258092	K12392
Plampa76906	K06569
Plampa1477	K01868
Plampa178970	K02440
Plampa309990	K09493
Plampa225451	K00232
Plampa226447	K22696
Plampa1988	K22415
Plampa8109	K16912
Plampa46064	K07304
